ein_fk,ein_pk,ntee_irs_code,ntee_nccs_code,ntee_modern_code,nccs_level_1_category,nccs_level_2_category,nccs_level_3_category,total_revenue,total_income,total_assets,city,state,zipcode,street_address,census_cbsa_fips_code,census_cbsa_name,census_block_fips_code,census_urban_area,census_state_abbreviation,census_county_name,address_full,address_matched,latitude,longitude,geocoder_confidence_score,geocoder_match_type,bmf_subsection_code,bmf_status_code,bmf_private_foundation_filing_required,bmf_organization_code,bmf_income_code,bmf_group_exemption_number,bmf_foundation_code,bmf_filing_requirement_code,bmf_deductibility_code,bmf_classification_code,bmf_asset_code,bmf_affiliation_code,organization_ruling_date,organization_fiscal_year,organization_ruling_year,organization_first_year,organization_last_year,organization_year_count,organization_personal_ico,org_name_secondary,org_name,organization_fiscal_period
,000828544,E31,E31,HEL-E31-RG,501C3 CHARITY,O,HE,,0.0,0.0,CAMBRIDGE,MA,2138,1105 MASSACHUSETTS AVE APT 3E,14460,"Boston-Cambridge-Newton, MA-NH",250173538004002,U,MA,,"1105 MASSACHUSETTS AVE APT 3E,CAMBRIDGE,MA,2138","1105 Massachusetts Avenue, #3E, Cambridge, Massachusetts, 02138",42.37074,-71.1134055,100.0,M,3,,,,,0.0,15,20,,,,,2003-04-01,2012-01-01,2003-01-01,2003-01-01,2012-01-01,,,,THE INSTITUTE OF MEDICINE PSYCHOLOGY AND RELIGION IMPR INC,4
,000841363,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0.0,0.0,MATTAPAN,MA,02126-1527,39 GOODALE RD STE 2,14460,"Boston-Cambridge-Newton, MA-NH",250251011011000,U,MA,,"39 GOODALE RD STE 2,MATTAPAN,MA,02126-1527","39 Goodale Road, #2, Mattapan, Massachusetts, 02126",42.283728,-71.093313,100.0,M,3,1,0,1,0.0,0.0,10,6,1,1700,0,3,2004-12-01,2024-01-01,2004-01-01,2005-01-01,2024-01-01,,,,AGAPE HOUSE OF PRAYER,12
,000841402,T30,T30,PSB-T30-RG,501C3 CHARITY,S,ZD,,0.0,0.0,MANSFIELD,MA,2048,,39300,"Providence-Warwick, RI-MA",250056101002013,U,MA,,"MANSFIELD,MA,2048","02048, Mansfield, Massachusetts",42.0303303000001,-71.2164444,100.0,M,3,,,,,,16,,,,,,2007-05-01,2007-01-01,2007-01-01,2007-01-01,2007-01-01,,,,KJ INC,5
,000842650,X21,X21,REL-X21-RG,501C3 CHARITY,O,RE,,0.0,0.0,CHICOPEE,MA,1013,,44140,"Springfield, MA",250138109024004,U,MA,,"CHICOPEE,MA,1013","01013, Chicopee, Massachusetts",42.1427069000001,-72.6049836999999,100.0,M,3,,,,,,10,,,,,,2003-10-01,2006-01-01,2003-01-01,2003-01-01,2006-01-01,,,,GRACE SLAVIC PENTECOSTAL CHURCH,10
,000845196,O54,O54,HMS-O54-RG,501C3 CHARITY,O,HS,,0.0,0.0,LYNN,MA,1901,,14460,"Boston-Cambridge-Newton, MA-NH",250092070001010,U,MA,,"LYNN,MA,1901","01901, Lynn, Massachusetts",42.4610300000001,-70.94634,100.0,M,3,,,,,,15,,,,,,2004-01-01,2004-01-01,2004-01-01,2004-01-01,2004-01-01,,,,GREATER LYNN COMMUNITY EDUCATION COLLABORATIVE INC,1
,000846590,X21,X21,REL-X21-RG,501C3 CHARITY,O,RE,,0.0,0.0,FALL RIVER,MA,2720,,39300,"Providence-Warwick, RI-MA",250056418001001,U,MA,,"FALL RIVER,MA,2720","02720, Fall River, Massachusetts",41.706735,-71.1500599999999,100.0,M,3,,,,,,10,,,,,,2004-03-01,2004-01-01,2004-01-01,2004-01-01,2004-01-01,,,,EVANGELICAL CHRISTIAN FELLOWSHIP IGREJA CRISTA EVANGELICA INC,3
,000852649,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0.0,0.0,BROOKLINE,MA,02445-7994,32 HARVARD ST,14460,"Boston-Cambridge-Newton, MA-NH",250214007001008,U,MA,,"32 HARVARD ST,BROOKLINE,MA,02445-7994","32 Harvard Street, Brookline, Massachusetts, 02445",42.33411,-71.1194625,100.0,M,3,1,0,1,0.0,0.0,10,6,1,7000,0,3,2005-04-01,2024-01-01,2005-01-01,2005-01-01,2024-01-01,,,,BETHANY PRESBYTERIAN CHURCH,4
,000854160,M24,M24,HMS-M24-RG,501C3 CHARITY,O,HS,,0.0,0.0,BROCKTON,MA,2301,,14460,"Boston-Cambridge-Newton, MA-NH",250235108003004,U,MA,,"BROCKTON,MA,2301","02301, Brockton, Massachusetts",42.0818550000001,-71.022935,100.0,M,3,,,,,,15,,,,,,2004-05-01,2005-01-01,2004-01-01,2004-01-01,2005-01-01,,,,STRAND THEATER FIREFIGHTERS MONUMENT FUND INC,5
,000886944,B84,B84,EDU-B84-RG,501CX NONPROFIT,O,ED,,0.0,0.0,LOWELL,MA,1853,PO BOX 283,14460,"Boston-Cambridge-Newton, MA-NH",250173101021002,U,MA,,"PO BOX 283,LOWELL,MA,1853","01853, Lowell, Massachusetts",42.6482150000001,-71.314895,98.0,M,7,,,,,,0,,,,,,2005-03-01,2009-01-01,2005-01-01,2005-01-01,2009-01-01,,,,SIGMA PHI OMICRON ALUMNI ASSOCIATION INCORPORATED,3
,000888184,D20,D20,ENV-D20-RG,501C3 CHARITY,O,EN,,0.0,0.0,PLAINFIELD,CT,6374,,49340,"Worcester, MA-CT",90159073003037,U,CT,,"PLAINFIELD,CT,6374","06374, Plainfield, Connecticut",41.6776,-71.91789,100.0,M,3,,,,,,15,,,,,,2005-03-01,2007-01-01,2005-01-01,2005-01-01,2007-01-01,,,,RACING OWNERS ASSISTING RACERS INC,3
,000889899,F32,F32,HEL-F32-RG,501C3 CHARITY,O,HE,,0.0,0.0,BOSTON,MA,2124,895 BLUE HILL AVE,14460,"Boston-Cambridge-Newton, MA-NH",250251001006002,U,MA,,"895 BLUE HILL AVE,BOSTON,MA,2124","895 Blue Hill Avenue, Dorchester Center, Massachusetts, 02124",42.294132,-71.08857,100.0,M,3,,,,,0.0,16,10,,,,,2005-06-01,2010-01-01,2005-01-01,2005-01-01,2010-01-01,,,,ACADEMIC AND BEHAVIORAL CLINIC INC,6
,000900887,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0.0,0.0,HEMPSTEAD,NY,11550,16 DIKEMAN ST,35620,"New York-Newark-Jersey City, NY-NJ-PA",360594072032007,U,NY,,"16 DIKEMAN ST,HEMPSTEAD,NY,11550","16 Dikeman St, Hempstead, New York, 11550",40.704867,-73.611576,100.0,M,4,,,,,973.0,0,10,,,,,1946-11-01,2013-01-01,1946-01-01,2007-01-01,2013-01-01,,,312 AUXILIARY HEMPSTEAD,JEWISH WAR VETERANS OF THE UNITED STATES OF AMERICA INC,11
,000903385,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0.0,0.0,ISLIP,NY,11751,,35620,"New York-Newark-Jersey City, NY-NJ-PA",361031474011028,U,NY,,"ISLIP,NY,11751","11751, Islip, New York",40.73641,-73.2099,100.0,M,4,,,,,,0,,,,,,1946-07-01,2005-01-01,1946-01-01,2003-01-01,2005-01-01,,,SUFFOLK COUNTY DET,MARINE CORPS LEAGUE,7
,000904598,B82,B82,EDU-B82-RG,501C3 CHARITY,O,ED,,0.0,0.0,CAMBRIDGE,MA,2138,,14460,"Boston-Cambridge-Newton, MA-NH",250173536002010,U,MA,,"CAMBRIDGE,MA,2138","02138, Cambridge, Massachusetts",42.3761418,-71.1185260999999,100.0,M,3,,,,,,15,,,,,,2005-12-01,2007-01-01,2005-01-01,2006-01-01,2007-01-01,,,,CHILDREN OF RURAL CHINA FOUNDATION INC,12
,000907836,X21,X21,REL-X21-RG,501C3 CHARITY,O,RE,,0.0,0.0,CANADA,FO,0,,,,211959313002010,R,KY,,",CANADA,FO,0","Canada, Kentucky",37.6075000000001,-82.32724,82.33,T,3,,,,,,10,,,,,,1941-07-01,2009-01-01,1941-01-01,2003-01-01,2009-01-01,,,907836 DISTRICT 14,SAINT JOHNS LUTHERAN CHURCH,7
,000916530,A032,A0325,ART-A25-PA,501C3 CHARITY,O,AR,,0.0,0.0,PITTSFIELD,MA,1201,,38340,"Pittsfield, MA",250039001003015,U,MA,,",PITTSFIELD,MA,1201","01201, Pittsfield, Massachusetts",42.4525550000001,-73.25375,100.0,M,3,,,,,,15,,,,,,2006-08-01,2009-01-01,2006-01-01,2006-01-01,2009-01-01,,,,PITTSFIELD ARTS CULTURE AND EDUCATION ASSOCIATION INC,8
,000925918,Z99,R24,PSB-R24-RG,501CX NONPROFIT,O,UN,,0.0,0.0,PROVINCETOWN,MA,2657,,12700,"Barnstable Town, MA",250010101004011,U,MA,,"PROVINCETOWN,MA,2657","02657, Provincetown, Massachusetts",42.0526093,-70.1895144,100.0,M,6,,,,,,0,,,,,,2007-08-01,2008-01-01,2007-01-01,2008-01-01,2008-01-01,,,,WOMENS INNS OF PROVINCETOWN INC,8
,000933652,A65,A65,ART-A65-RG,501C3 CHARITY,O,AR,,0.0,0.0,PITTSFIELD,MA,1201,35 CLINTON AVE,38340,"Pittsfield, MA",250039009002007,U,MA,,"35 CLINTON AVE,PITTSFIELD,MA,1201","35 Clinton Avenue, Pittsfield, Massachusetts, 01201",42.443577,-73.257021,100.0,M,3,,,,,,15,,,,,,2008-10-01,2010-01-01,2008-01-01,2008-01-01,2010-01-01,,,,VOICES FOR CHANGE INCORPORATED,10
,000981374,T50,T50,PSB-T50-RG,501C3 CHARITY,O,PB,,0.0,0.0,EAST FALMOUTH,MA,2536,50 SURREY LN,12700,"Barnstable Town, MA",250010145002025,U,MA,,"50 SURREY LN,EAST FALMOUTH,MA,2536","50 Surrey Lane, East Falmouth, Massachusetts, 02536",41.59377,-70.531569,100.0,M,3,,,,,0.0,15,10,,,,,2009-03-01,2012-01-01,2009-01-01,2009-01-01,2012-01-01,,,,THE FALMOUTH WALK INC,3
,001000328,N11,N1132,HMS-N32-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,AUBURNDALE,MA,02116-0000,,14460,"Boston-Cambridge-Newton, MA-NH",250250106003007,U,MA,,"AUBURNDALE,MA,02116-0000","02116, Boston, Massachusetts",42.3491300000001,-71.0736249999999,85.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FRIENDS OF NAHANTON PARK INC,6
,001003350,P20,P20,HMS-P20-RG,501C3 CHARITY,O,HS,,0.0,0.0,LAWRENCE,MA,1840,370 ESSEX ST,14460,"Boston-Cambridge-Newton, MA-NH",250092501001009,U,MA,,"370 ESSEX ST,LAWRENCE,MA,1840","370 Essex Street, Lawrence, Massachusetts, 01840",42.706899,-71.162874,100.0,M,3,,,,,0.0,15,20,,,,,2010-04-01,2013-01-01,2010-01-01,2010-01-01,2013-01-01,,,,FUNDACION AYUDA AL PROJIMO INC,4
,001012230,C36,C36,ENV-C36-RG,501C3 PRIVATE FOUNDATION,O,EN,,0.0,0.0,WELLESLEY,MA,2481,124 WASHINGTON ST,14460,"Boston-Cambridge-Newton, MA-NH",250214041003007,U,MA,,"124 WASHINGTON ST,WELLESLEY,MA,2481","124 Washington Street, Wellesley Hills, Massachusetts, 02481",42.318594,-71.265168,100.0,M,3,,,,,0.0,4,0,,,,,2010-06-01,2011-01-01,2010-01-01,2010-01-01,2011-01-01,,,,A PATH IN THE WOODS FOUNDATION INC,6
,001017919,R05,R05,PSB-R00-RP,501C3 CHARITY,O,PB,,0.0,0.0,CAMBRIDGE,MA,2238,PO BOX 380365,14460,"Boston-Cambridge-Newton, MA-NH",250173541001018,U,MA,,"PO BOX 380365,CAMBRIDGE,MA,2238","02238, Cambridge, Massachusetts",42.373385,-71.122995,98.0,M,3,,,,,0.0,15,2,,,,,2012-01-01,2015-01-01,2012-01-01,2012-01-01,2015-01-01,,,,PROGRESSIVE APPROACH INC,1
,001028397,W20,W20,PSB-W20-RG,501C3 CHARITY,O,PB,,0.0,0.0,BROOKLINE,MA,01302-0000,PO BOX 471009,44140,"Springfield, MA",250110413022001,U,MA,,"PO BOX 471009,BROOKLINE,MA,01302-0000","01302, Greenfield, Massachusetts",42.5875350000001,-72.5981199999999,86.62,M,3,1,0,5,0.0,2062.0,10,1,1,2000,0,9,1970-02-01,2024-01-01,1970-01-01,2015-01-01,2024-01-01,,% CARLOS ANDERSON,,UNITY IN THE CITY,2
,001037180,N60,N60,HMS-N60-RG,501C3 CHARITY,O,HS,,0.0,0.0,WOBURN,MA,1801,37 BOW ST,14460,"Boston-Cambridge-Newton, MA-NH",250173335021002,U,MA,,"37 BOW ST,WOBURN,MA,1801","37 Bow Street, Woburn, Massachusetts, 01801",42.484977,-71.140518,100.0,M,3,,,,,0.0,16,20,,,,,2014-07-01,2017-01-01,2014-01-01,2014-01-01,2017-01-01,,,,MIDDLESEX BARBARIANS R F C INC,7
,001041338,A60,A60,ART-A60-RG,501C3 CHARITY,O,AR,,0.0,0.0,BROOKLINE,MA,2446,1514 BEACON ST APT 38,14460,"Boston-Cambridge-Newton, MA-NH",250214004012002,U,MA,,"1514 BEACON ST APT 38,BROOKLINE,MA,2446","1514 Beacon Street, #38, Brookline, Massachusetts, 02446",42.340374,-71.13006,100.0,M,3,,,,,0.0,15,20,,,,,2011-03-01,2013-01-01,2011-01-01,2011-01-01,2013-01-01,,,,PANDORAS BOX PRODUCTIONS INC,3
,001045782,B19,B19,EDU-B00-NS,501C3 CHARITY,O,ED,,0.0,0.0,ANDOVER,MA,1810,23 WOODLAND RD,14460,"Boston-Cambridge-Newton, MA-NH",250092543021007,U,MA,,"23 WOODLAND RD,ANDOVER,MA,1810","23 Woodland Road, Andover, Massachusetts, 01810",42.648768,-71.1258975,100.0,M,3,,,,,0.0,15,2,,,,,2011-05-01,2014-01-01,2011-01-01,2011-01-01,2014-01-01,,,,SCHOOLS HELPING SCHOOLS INC,5
,001049015,P60,P60,HMS-P60-RG,501C3 CHARITY,O,HS,,0.0,0.0,MARSHFIELD,MA,2050,18 AUNT LIZZIES LN,14460,"Boston-Cambridge-Newton, MA-NH",250235062021033,U,MA,,"18 AUNT LIZZIES LN,MARSHFIELD,MA,2050","18 Aunt Lizzie's Lane, Marshfield, Massachusetts, 02050",42.074523,-70.6814055,100.0,M,3,,,,,0.0,15,20,,,,,2012-08-01,2013-01-01,2012-01-01,2012-01-01,2013-01-01,,,,MARSHFIELD WOMENADE INC,8
,001056907,A20,A20,ART-A20-RG,501C3 CHARITY,O,AR,,0.0,0.0,HUDSON,MA,1749,250 MAIN ST UNIT 218,14460,"Boston-Cambridge-Newton, MA-NH",250173224002007,U,MA,,"250 MAIN ST UNIT 218,HUDSON,MA,1749","250 Main Street, #218, Hudson, Massachusetts, 01749",42.39279,-71.5613985,100.0,M,3,,,,,0.0,15,2,,,,,2012-05-01,2015-01-01,2012-01-01,2012-01-01,2015-01-01,,,,PAYABYA INC,5
,001058976,P58,P58,HMS-P58-RG,501C3 CHARITY,O,HS,,0.0,0.0,WALTHAM,MA,2451,18 BERKLEY ST,14460,"Boston-Cambridge-Newton, MA-NH",250173681011014,U,MA,,"18 BERKLEY ST,WALTHAM,MA,2451","18 Berkley Street, Waltham, Massachusetts, 02451",42.414633,-71.2425825,100.0,M,3,,,,,0.0,15,2,,,,,2012-11-01,2015-01-01,2012-01-01,2013-01-01,2015-01-01,,,,NEWTON FIREFIGHTERS CHILDRENS FUND INC,11
,001070499,N67,N67,HMS-N67-RG,501CX NONPROFIT,O,HS,,0.0,0.0,SWAMPSCOTT,MA,1907,9 GALLOUPES POINT RD,14460,"Boston-Cambridge-Newton, MA-NH",250092022006018,U,MA,,"9 GALLOUPES POINT RD,SWAMPSCOTT,MA,1907","9 Galloupes Point Road, Swampscott, Massachusetts, 01907",42.46398,-70.89732,100.0,M,7,,,,,0.0,0,2,,,,,2013-09-01,2015-01-01,2013-01-01,2013-01-01,2015-01-01,,,,MARBLEHEAD INTERNATIONAL ONE DESIGN FLEET INC,9
,001082436,A50,A50,ART-A50-RG,501C3 CHARITY,O,AR,,0.0,0.0,LINCOLN,MA,1773,PO BOX 643,14460,"Boston-Cambridge-Newton, MA-NH",250173603001005,U,MA,,"PO BOX 643,LINCOLN,MA,1773","01773, Lincoln, Massachusetts",42.4464492000001,-71.2974477,98.0,M,3,,,,,0.0,15,2,,,,,2014-02-01,2015-01-01,2014-01-01,2014-01-01,2015-01-01,,,,THE TELEPHONE MUSEUM INC,2
,001085119,U30,U30,PSB-U30-RG,501C3 CHARITY,O,PB,,0.0,0.0,CAMBRID,MA,2138,PO BOX 381134,14460,"Boston-Cambridge-Newton, MA-NH",250173536002010,U,MA,,"PO BOX 381134,CAMBRID,MA,2138","02138, Cambridge, Massachusetts",42.3761418,-71.1185260999999,86.57,M,3,,,,,0.0,15,10,,,,,2014-07-01,2017-01-01,2014-01-01,2014-01-01,2017-01-01,,,,MOLINA INSTITUTE FOR PHOT,7
,001086064,P20,P20,HMS-P20-RG,501C3 CHARITY,O,HS,,0.0,0.0,BRIDGEWATER,MA,2324,1785 SOUTH ST,14460,"Boston-Cambridge-Newton, MA-NH",250235251041017,U,MA,,"1785 SOUTH ST,BRIDGEWATER,MA,2324","1785 South Street, Bridgewater, Massachusetts, 02324",41.944167,-70.982775,100.0,M,3,,,,,0.0,15,2,,,,,2014-07-01,2015-01-01,2014-01-01,2014-01-01,2015-01-01,,,,WICFOL HUMAN SERVICES CORPORATION,7
,001093819,K31,K31,HMS-K31-RG,501C3 CHARITY,O,HS,,0.0,0.0,WENDELL,MA,1379,6 CENTER ST,44140,"Springfield, MA",250110404003067,R,MA,,"6 CENTER ST,WENDELL,MA,1379","6 Center Street, Wendell, Massachusetts, 01379",42.547626,-72.3963915,100.0,M,3,,,,,0.0,15,2,,,,,2013-11-01,2015-01-01,2013-01-01,2013-01-01,2015-01-01,,,,GOOD NEIGHBORS WENDELL NEW SALEM FOOD PANTRY INC,11
,001156158,W24,W24,PSB-W24-RG,501CX NONPROFIT,O,PB,,0.0,0.0,MILL VALLEY,CA,94941,,41860,"San Francisco-Oakland-Berkeley, CA",60411261003009,U,CA,,"MILL VALLEY,CA,94941","94941, Mill Valley, California",37.8993054000001,-122.5363692,100.0,M,4,,,,,,0,,,,,,2004-08-01,2007-01-01,2004-01-01,2004-01-01,2007-01-01,,,,CALIFORNIANS AGAINST HIGHER TAXES,8
,001245701,B84,B84,EDU-B84-RG,501CX NONPROFIT,O,ED,,0.0,0.0,ESSEX FALLS,NJ,07021-1403,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130209012005,U,NJ,,"ESSEX FALLS,NJ,07021-1403","07021-1403, Essex Fells, New Jersey",40.828968,-74.276829,97.52,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PRINCETON ALUMNI ASSOCIATION OF ESSEX COUNTY,6
,001286859,E11,E11,HEL-E00-MS,501C3 CHARITY,S,ZA,,0.0,0.0,VALLEY,AL,36854,,29300,"LaGrange, GA-AL",10179547003003,U,AL,,"VALLEY,AL,36854","36854, Valley, Alabama",32.796209,-85.1837792,100.0,M,3,,,,,,17,,,,,,2002-06-01,2006-01-01,2002-01-01,2003-01-01,2006-01-01,,,,LANIER HEALTH SERVICES FOUNDATION,6
,001311421,J40,J40,HMS-J40-RG,501CX NONPROFIT,O,HS,,0.0,0.0,ROMOLAND,CA,92585,PO BOX 1291,40140,"Riverside-San Bernardino-Ontario, CA",60650427301043,U,CA,,"PO BOX 1291,ROMOLAND,CA,92585","92585, Menifee, California",33.746225,-117.173875,97.9,M,5,,,,,64.0,0,10,,,,,1940-08-01,2012-01-01,1940-01-01,2008-01-01,2012-01-01,,,1436 LOCAL,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,8
,001326786,A50,A50,ART-A50-RG,501C3 CHARITY,O,AR,,0.0,0.0,GALLATIN,TN,37066,,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",471650207003022,U,TN,,"GALLATIN,TN,37066","37066, Gallatin, Tennessee",36.388925,-86.4439649999999,100.0,M,3,,,,,,15,,,,,,1996-04-01,2002-01-01,1996-01-01,2002-01-01,2002-01-01,,,,SUMNER COUNTY MUSEUM INC,4
,001347537,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,,,ROXBURY,MA,02119-0006,PO BOX 190340,14460,"Boston-Cambridge-Newton, MA-NH",250250803002002,U,MA,,"PO BOX 190340,ROXBURY,MA,02119-0006","02119-0006, Roxbury, Massachusetts",42.327108,-71.080488,98.0,M,3,1,0,1,0.0,0.0,10,6,1,7000,0,3,2020-07-01,2024-01-01,2020-01-01,2022-01-01,2024-01-01,,,,RESTORATION OF HOPE CHURCH MINISTRIES,7
,001604868,P60,P60,HMS-P60-RG,501C3 CHARITY,O,HS,,0.0,0.0,DES MOINES,IA,50317,4325 E 29TH ST LOT 108,19780,"Des Moines-West Des Moines, IA",191530106012024,U,IA,,"4325 E 29TH ST LOT 108,DES MOINES,IA,50317","4325 E 29th St, Lot 108, Des Moines, Iowa, 50317",41.638914,-93.5611339867567,100.0,M,3,,,,,0.0,15,20,,,,,2004-02-01,2010-01-01,2004-01-01,2004-01-01,2010-01-01,,,,HANDS OF HELP,2
,001615015,B99,B99,EDU-B99-RG,501C3 CHARITY,O,ED,,0.0,0.0,ARLINGTON,MA,2474,,14460,"Boston-Cambridge-Newton, MA-NH",250173563004008,U,MA,,"ARLINGTON,MA,2474","02474, Arlington, Massachusetts",42.4116550000001,-71.1437999999999,100.0,M,3,,,,,,16,,,,,,2003-05-01,2005-01-01,2003-01-01,2003-01-01,2005-01-01,,,,IN-DEFENSE INC,5
,001628595,S0241,S0241,PSB-S41-MT,501CX NONPROFIT,O,PB,,0.0,0.0,OAK RIDGE,TN,37831,,28940,"Knoxville, TN",470010202022033,U,TN,,"OAK RIDGE,TN,37831","37831, Oak Ridge, Tennessee",36.0253050000001,-84.2388,100.0,M,6,,,,,,0,,,,,,1996-06-01,2000-01-01,1996-01-01,1999-01-01,2000-01-01,,,,CONTRACTORS TRAFFIC MANAGEMENT ASSOCIATION,6
,001631629,T12,T12,PSB-T00-MM,501C3 CHARITY,S,ZB,,0.0,0.0,MARIETTA,GA,30066,1480 BELLS FERRY RD,12060,"Atlanta-Sandy Springs-Alpharetta, GA",130670306032008,U,GA,,"1480 BELLS FERRY RD,MARIETTA,GA,30066","1480 Bells Ferry Rd, Marietta, Georgia, 30066",33.9870514770332,-84.5547391155293,100.0,M,3,,,,,0.0,17,0,,,,,2008-04-01,2011-01-01,2008-01-01,2008-01-01,2011-01-01,,,,TOMMY NOBIS CENTER FUND INC,4
,001727883,C41,C41,ENV-C41-RG,501C3 CHARITY,O,EN,,0.0,0.0,WORCESTER,MA,1604,89 SHREWSBURY ST STE 300,49340,"Worcester, MA-CT",250277318012013,U,MA,,"89 SHREWSBURY ST STE 300,WORCESTER,MA,1604","89 Shrewsbury Street, #300, Worcester, Massachusetts, 01604",42.263289,-71.7900975,100.0,M,3,,,,,0.0,21,1,,,,,2007-09-01,2015-01-01,2007-01-01,2013-01-01,2015-01-01,,,,NEW GARDEN PARK INC,9
,001885720,P20,P20,HMS-P20-RG,501C3 PRIVATE FOUNDATION,O,HS,,0.0,0.0,WASHINGTON,DC,20009,,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110010038012001,U,DC,,"WASHINGTON,DC,20009","20009, Washington, District of Columbia",38.9190300000001,-77.03872,100.0,M,3,,,,,,4,,,,,,1995-08-01,2006-01-01,1995-01-01,1999-01-01,2006-01-01,,,,THE VINCENT P BELOTSKY JR FOUNDATION,8
,001891146,T20,T20,PSB-T20-RG,501C3 CHARITY,S,ZC,,0.0,0.0,CHARLOTTE,NC,28204,,16740,"Charlotte-Concord-Gastonia, NC-SC",371190025002013,U,NC,,"CHARLOTTE,NC,28204","28204, Charlotte, North Carolina",35.21725,-80.82544,100.0,M,3,,,,,,17,,,,,,1996-07-01,2004-01-01,1996-01-01,1999-01-01,2004-01-01,,,,HAWTHORNE CHARITABLE FUND,7
,001923505,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0.0,0.0,WAUWATOSA,WI,53226,,33340,"Milwaukee-Waukesha, WI",550790127001009,U,WI,,"WAUWATOSA,WI,53226","53226, Honey Creek Parkway, Wauwatosa, Wisconsin",43.0323938329665,-88.017131502849,100.0,T,3,,,,,,15,,,,,,1999-03-01,1999-01-01,1999-01-01,1999-01-01,1999-01-01,,,,CHRISTOS FAMILY MINISTRIES INC,3
,002001262,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,BATH,ME,04530-2597,,38860,"Portland-South Portland, ME",230239705004034,U,ME,,"BATH,ME,04530-2597","04530-2597, Bath, Maine",43.911846,-69.8140395,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,BATH AREA UNITED FUND INC,6
,002001413,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,ATLANTA,GA,30329-4020,,12060,"Atlanta-Sandy Springs-Alpharetta, GA",130890224041016,U,GA,,"ATLANTA,GA,30329-4020","30329-4020, Atlanta, Georgia",33.800724,-84.329028,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,RUSSELL CHARITABLE TRUST,6
,002002301,B70,B70,EDU-B70-RG,501CX NONPROFIT,O,ED,,0.0,0.0,CENTER HARBOR,NH,03226-0000,,29060,"Laconia, NH",330019651001013,R,NH,,"CENTER HARBOR,NH,03226-0000","03226, Center Harbor, New Hampshire",43.6969983000001,-71.5098257,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,JAMES E NICHOLS MEMORIAL LIBRARY ASSOCIATION,6
,002003282,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,CONCORD,NH,03301-0000,,18180,"Concord, NH",330130323002000,U,NH,,"CONCORD,NH,03301-0000","03301, Concord, New Hampshire",43.20554,-71.541615,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,TRUST U/W ELVA S SMITH CONCORD NATIONAL BANK TRUSTEE,6
,002004534,B40,B99,EDU-B99-RG,501CX NONPROFIT,O,ED,,0.0,0.0,BRATTLEBORO,VT,05301-3137,,,,500259685004019,U,VT,,"BRATTLEBORO,VT,05301-3137","05301, Brattleboro, Vermont",42.8505210000001,-72.5634646999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CORPORATION OF MARK HOPKINS COLLEGE FOR INDEPENDENT STUDY,6
,002005893,E20,E20,HOS-E20-RG,501CX NONPROFIT,O,HE,,0.0,0.0,BOSTON,MA,02120-3296,,14460,"Boston-Cambridge-Newton, MA-NH",250250812002004,U,MA,,"BOSTON,MA,02120-3296","02120, Boston, Massachusetts",42.3248585639009,-71.099029637704,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,NEW ENGLAND BAPTIST HOSPITAL,6
,002006066,P20,P20,HMS-P20-RG,501CX NONPROFIT,O,HS,,0.0,0.0,NEWBURYPORT,MA,01950-2603,,14460,"Boston-Cambridge-Newton, MA-NH",250092683001023,U,MA,,"NEWBURYPORT,MA,01950-2603","01950-2603, Newburyport, Massachusetts",42.809346,-70.8727995,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,COMMUNITY WELFARE SERVICE OF NEWBURYPORT INC,6
,002006171,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0.0,0.0,W BROOKFIELD,MA,01585-0953,,49340,"Worcester, MA-CT",250277241002003,R,MA,,"W BROOKFIELD,MA,01585-0953","01585-0953, West Brookfield, Massachusetts",42.235614,-72.159318,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CHILD EVANGELISM FELLOWSHIP INC-MASSACHUSETTS,6
