EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-00-0828544,828544,E31,E31,HEL-E31-RG,501C3 CHARITY,O,HE,,0,0,CAMBRIDGE,MA,2138,1105 MASSACHUSETTS AVE APT 3E,14460,"Boston-Cambridge-Newton, MA-NH",250173538004002,U,MA,Middlesex County,"1105 MASSACHUSETTS AVE APT 3E,CAMBRIDGE,MA,2138","1105 Massachusetts Avenue, #3E, Cambridge, Massachusetts, 02138",42.37074,-71.1134055,100,M,3,,,,,0,15,20,,,,,2003-04,2012,2003,2003,2012,10,,,THE INSTITUTE OF MEDICINE PSYCHOLOGY AND RELIGION IMPR INC,4
EIN-00-0841363,841363,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0,0,MATTAPAN,MA,02126-1527,39 GOODALE RD STE 2,14460,"Boston-Cambridge-Newton, MA-NH",250251011011000,U,MA,Suffolk County,"39 GOODALE RD STE 2,MATTAPAN,MA,02126-1527","39 Goodale Road, #2, Mattapan, Massachusetts, 02126",42.283728,-71.093313,100,M,3,1,0,1,0,0,10,6,1,1700,0,3,2004-12,2024,2004,2005,2024,20,,,AGAPE HOUSE OF PRAYER,12
EIN-00-0841402,841402,T30,T30,PSB-T30-RG,501C3 CHARITY,S,ZD,,0,0,MANSFIELD,MA,2048,,39300,"Providence-Warwick, RI-MA",250056101002013,U,MA,Bristol County,"MANSFIELD,MA,2048","02048, Mansfield, Massachusetts",42.0303303000001,-71.2164444,100,M,3,,,,,,16,,,,,,2007-05,2007,2007,2007,2007,1,,,KJ INC,5
EIN-00-0842650,842650,X21,X21,REL-X21-RG,501C3 CHARITY,O,RE,,0,0,CHICOPEE,MA,1013,,44140,"Springfield, MA",250138109024004,U,MA,Hampden County,"CHICOPEE,MA,1013","01013, Chicopee, Massachusetts",42.1427069000001,-72.6049836999999,100,M,3,,,,,,10,,,,,,2003-10,2006,2003,2003,2006,4,,,GRACE SLAVIC PENTECOSTAL CHURCH,10
EIN-00-0845196,845196,O54,O54,HMS-O54-RG,501C3 CHARITY,O,HS,,0,0,LYNN,MA,1901,,14460,"Boston-Cambridge-Newton, MA-NH",250092070001010,U,MA,Essex County,"LYNN,MA,1901","01901, Lynn, Massachusetts",42.4610300000001,-70.94634,100,M,3,,,,,,15,,,,,,2004-01,2004,2004,2004,2004,1,,,GREATER LYNN COMMUNITY EDUCATION COLLABORATIVE INC,1
EIN-00-0846590,846590,X21,X21,REL-X21-RG,501C3 CHARITY,O,RE,,0,0,FALL RIVER,MA,2720,,39300,"Providence-Warwick, RI-MA",250056418001001,U,MA,Bristol County,"FALL RIVER,MA,2720","02720, Fall River, Massachusetts",41.706735,-71.1500599999999,100,M,3,,,,,,10,,,,,,2004-03,2004,2004,2004,2004,1,,,EVANGELICAL CHRISTIAN FELLOWSHIP IGREJA CRISTA EVANGELICA INC,3
EIN-00-0852649,852649,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0,0,BROOKLINE,MA,02445-7994,32 HARVARD ST,14460,"Boston-Cambridge-Newton, MA-NH",250214007001008,U,MA,Norfolk County,"32 HARVARD ST,BROOKLINE,MA,02445-7994","32 Harvard Street, Brookline, Massachusetts, 02445",42.33411,-71.1194625,100,M,3,1,0,1,0,0,10,6,1,7000,0,3,2005-04,2024,2005,2005,2024,20,,,BETHANY PRESBYTERIAN CHURCH,4
EIN-00-0854160,854160,M24,M24,HMS-M24-RG,501C3 CHARITY,O,HS,,0,0,BROCKTON,MA,2301,,14460,"Boston-Cambridge-Newton, MA-NH",250235108003004,U,MA,Plymouth County,"BROCKTON,MA,2301","02301, Brockton, Massachusetts",42.0818550000001,-71.022935,100,M,3,,,,,,15,,,,,,2004-05,2005,2004,2004,2005,2,,,STRAND THEATER FIREFIGHTERS MONUMENT FUND INC,5
EIN-00-0886944,886944,B84,B84,EDU-B84-RG,501CX NONPROFIT,O,ED,,0,0,LOWELL,MA,1853,PO BOX 283,14460,"Boston-Cambridge-Newton, MA-NH",250173101021002,U,MA,Middlesex County,"PO BOX 283,LOWELL,MA,1853","01853, Lowell, Massachusetts",42.6482150000001,-71.314895,98,M,7,,,,,,0,,,,,,2005-03,2009,2005,2005,2009,5,,,SIGMA PHI OMICRON ALUMNI ASSOCIATION INCORPORATED,3
EIN-00-0888184,888184,D20,D20,ENV-D20-RG,501C3 CHARITY,O,EN,,0,0,PLAINFIELD,CT,6374,,49340,"Worcester, MA-CT",90159073003037,U,CT,Northeastern Connecticut Planning Region,"PLAINFIELD,CT,6374","06374, Plainfield, Connecticut",41.6776,-71.91789,100,M,3,,,,,,15,,,,,,2005-03,2007,2005,2005,2007,3,,,RACING OWNERS ASSISTING RACERS INC,3
EIN-00-0889899,889899,F32,F32,HEL-F32-RG,501C3 CHARITY,O,HE,,0,0,BOSTON,MA,2124,895 BLUE HILL AVE,14460,"Boston-Cambridge-Newton, MA-NH",250251001006002,U,MA,Suffolk County,"895 BLUE HILL AVE,BOSTON,MA,2124","895 Blue Hill Avenue, Dorchester Center, Massachusetts, 02124",42.294132,-71.08857,100,M,3,,,,,0,16,10,,,,,2005-06,2010,2005,2005,2010,6,,,ACADEMIC AND BEHAVIORAL CLINIC INC,6
EIN-00-0900887,900887,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0,0,HEMPSTEAD,NY,11550,16 DIKEMAN ST,35620,"New York-Newark-Jersey City, NY-NJ-PA",360594072032007,U,NY,Nassau County,"16 DIKEMAN ST,HEMPSTEAD,NY,11550","16 Dikeman St, Hempstead, New York, 11550",40.704867,-73.611576,100,M,4,,,,,973,0,10,,,,,1946-11,2013,1946,2007,2013,7,,312 AUXILIARY HEMPSTEAD,JEWISH WAR VETERANS OF THE UNITED STATES OF AMERICA INC,11
EIN-00-0903385,903385,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0,0,ISLIP,NY,11751,,35620,"New York-Newark-Jersey City, NY-NJ-PA",361031474011028,U,NY,Suffolk County,"ISLIP,NY,11751","11751, Islip, New York",40.73641,-73.2099,100,M,4,,,,,,0,,,,,,1946-07,2005,1946,2003,2005,3,,SUFFOLK COUNTY DET,MARINE CORPS LEAGUE,7
EIN-00-0904598,904598,B82,B82,EDU-B82-RG,501C3 CHARITY,O,ED,,0,0,CAMBRIDGE,MA,2138,,14460,"Boston-Cambridge-Newton, MA-NH",250173536002010,U,MA,Middlesex County,"CAMBRIDGE,MA,2138","02138, Cambridge, Massachusetts",42.3761418,-71.1185260999999,100,M,3,,,,,,15,,,,,,2005-12,2007,2005,2006,2007,2,,,CHILDREN OF RURAL CHINA FOUNDATION INC,12
EIN-00-0907836,907836,X21,X21,REL-X21-RG,501C3 CHARITY,O,RE,,0,0,CANADA,FO,0,,,,211959313002010,R,KY,Pike County,",CANADA,FO,0","Canada, Kentucky",37.6075000000001,-82.32724,82.33,T,3,,,,,,10,,,,,,1941-07,2009,1941,2003,2009,7,,907836 DISTRICT 14,SAINT JOHNS LUTHERAN CHURCH,7
EIN-00-0916530,916530,A032,A0325,ART-A25-PA,501C3 CHARITY,O,AR,,0,0,PITTSFIELD,MA,1201,,38340,"Pittsfield, MA",250039001003015,U,MA,Berkshire County,",PITTSFIELD,MA,1201","01201, Pittsfield, Massachusetts",42.4525550000001,-73.25375,100,M,3,,,,,,15,,,,,,2006-08,2009,2006,2006,2009,4,,,PITTSFIELD ARTS CULTURE AND EDUCATION ASSOCIATION INC,8
EIN-00-0925918,925918,Z99,R24,PSB-R24-RG,501CX NONPROFIT,O,UN,,0,0,PROVINCETOWN,MA,2657,,12700,"Barnstable Town, MA",250010101004011,U,MA,Barnstable County,"PROVINCETOWN,MA,2657","02657, Provincetown, Massachusetts",42.0526093,-70.1895144,100,M,6,,,,,,0,,,,,,2007-08,2008,2007,2008,2008,1,,,WOMENS INNS OF PROVINCETOWN INC,8
EIN-00-0933652,933652,A65,A65,ART-A65-RG,501C3 CHARITY,O,AR,,0,0,PITTSFIELD,MA,1201,35 CLINTON AVE,38340,"Pittsfield, MA",250039009002007,U,MA,Berkshire County,"35 CLINTON AVE,PITTSFIELD,MA,1201","35 Clinton Avenue, Pittsfield, Massachusetts, 01201",42.443577,-73.257021,100,M,3,,,,,,15,,,,,,2008-10,2010,2008,2008,2010,3,,,VOICES FOR CHANGE INCORPORATED,10
EIN-00-0981374,981374,T50,T50,PSB-T50-RG,501C3 CHARITY,O,PB,,0,0,EAST FALMOUTH,MA,2536,50 SURREY LN,12700,"Barnstable Town, MA",250010145002025,U,MA,Barnstable County,"50 SURREY LN,EAST FALMOUTH,MA,2536","50 Surrey Lane, East Falmouth, Massachusetts, 02536",41.59377,-70.531569,100,M,3,,,,,0,15,10,,,,,2009-03,2012,2009,2009,2012,4,,,THE FALMOUTH WALK INC,3
EIN-00-1000328,1000328,N11,N1132,HMS-N32-MS,501CX NONPROFIT,S,ZA,,0,0,AUBURNDALE,MA,02116-0000,,14460,"Boston-Cambridge-Newton, MA-NH",250250106003007,U,MA,Suffolk County,"AUBURNDALE,MA,02116-0000","02116, Boston, Massachusetts",42.3491300000001,-71.0736249999999,85,M,,,,,,,,,,,,,,,,1989,1989,1,,,FRIENDS OF NAHANTON PARK INC,6
EIN-00-1003350,1003350,P20,P20,HMS-P20-RG,501C3 CHARITY,O,HS,,0,0,LAWRENCE,MA,1840,370 ESSEX ST,14460,"Boston-Cambridge-Newton, MA-NH",250092501001009,U,MA,Essex County,"370 ESSEX ST,LAWRENCE,MA,1840","370 Essex Street, Lawrence, Massachusetts, 01840",42.706899,-71.162874,100,M,3,,,,,0,15,20,,,,,2010-04,2013,2010,2010,2013,4,,,FUNDACION AYUDA AL PROJIMO INC,4
EIN-00-1012230,1012230,C36,C36,ENV-C36-RG,501C3 PRIVATE FOUNDATION,O,EN,,0,0,WELLESLEY,MA,2481,124 WASHINGTON ST,14460,"Boston-Cambridge-Newton, MA-NH",250214041003007,U,MA,Norfolk County,"124 WASHINGTON ST,WELLESLEY,MA,2481","124 Washington Street, Wellesley Hills, Massachusetts, 02481",42.318594,-71.265168,100,M,3,,,,,0,4,0,,,,,2010-06,2011,2010,2010,2011,2,,,A PATH IN THE WOODS FOUNDATION INC,6
EIN-00-1017919,1017919,R05,R05,PSB-R00-RP,501C3 CHARITY,O,PB,,0,0,CAMBRIDGE,MA,2238,PO BOX 380365,14460,"Boston-Cambridge-Newton, MA-NH",250173541001018,U,MA,Middlesex County,"PO BOX 380365,CAMBRIDGE,MA,2238","02238, Cambridge, Massachusetts",42.373385,-71.122995,98,M,3,,,,,0,15,2,,,,,2012-01,2015,2012,2012,2015,4,,,PROGRESSIVE APPROACH INC,1
EIN-00-1028397,1028397,W20,W20,PSB-W20-RG,501C3 CHARITY,O,PB,,0,0,BROOKLINE,MA,01302-0000,PO BOX 471009,44140,"Springfield, MA",250110413022001,U,MA,Franklin County,"PO BOX 471009,BROOKLINE,MA,01302-0000","01302, Greenfield, Massachusetts",42.5875350000001,-72.5981199999999,86.62,M,3,1,0,5,0,2062,10,1,1,2000,0,9,1970-02,2024,1970,2015,2024,10,% CARLOS ANDERSON,,UNITY IN THE CITY,2
EIN-00-1037180,1037180,N60,N60,HMS-N60-RG,501C3 CHARITY,O,HS,,0,0,WOBURN,MA,1801,37 BOW ST,14460,"Boston-Cambridge-Newton, MA-NH",250173335021002,U,MA,Middlesex County,"37 BOW ST,WOBURN,MA,1801","37 Bow Street, Woburn, Massachusetts, 01801",42.484977,-71.140518,100,M,3,,,,,0,16,20,,,,,2014-07,2017,2014,2014,2017,4,,,MIDDLESEX BARBARIANS R F C INC,7
EIN-00-1041338,1041338,A60,A60,ART-A60-RG,501C3 CHARITY,O,AR,,0,0,BROOKLINE,MA,2446,1514 BEACON ST APT 38,14460,"Boston-Cambridge-Newton, MA-NH",250214004012002,U,MA,Norfolk County,"1514 BEACON ST APT 38,BROOKLINE,MA,2446","1514 Beacon Street, #38, Brookline, Massachusetts, 02446",42.340374,-71.13006,100,M,3,,,,,0,15,20,,,,,2011-03,2013,2011,2011,2013,3,,,PANDORAS BOX PRODUCTIONS INC,3
EIN-00-1045782,1045782,B19,B19,EDU-B00-NS,501C3 CHARITY,O,ED,,0,0,ANDOVER,MA,1810,23 WOODLAND RD,14460,"Boston-Cambridge-Newton, MA-NH",250092543021007,U,MA,Essex County,"23 WOODLAND RD,ANDOVER,MA,1810","23 Woodland Road, Andover, Massachusetts, 01810",42.648768,-71.1258975,100,M,3,,,,,0,15,2,,,,,2011-05,2014,2011,2011,2014,4,,,SCHOOLS HELPING SCHOOLS INC,5
EIN-00-1049015,1049015,P60,P60,HMS-P60-RG,501C3 CHARITY,O,HS,,0,0,MARSHFIELD,MA,2050,18 AUNT LIZZIES LN,14460,"Boston-Cambridge-Newton, MA-NH",250235062021033,U,MA,Plymouth County,"18 AUNT LIZZIES LN,MARSHFIELD,MA,2050","18 Aunt Lizzie's Lane, Marshfield, Massachusetts, 02050",42.074523,-70.6814055,100,M,3,,,,,0,15,20,,,,,2012-08,2013,2012,2012,2013,2,,,MARSHFIELD WOMENADE INC,8
EIN-00-1056907,1056907,A20,A20,ART-A20-RG,501C3 CHARITY,O,AR,,0,0,HUDSON,MA,1749,250 MAIN ST UNIT 218,14460,"Boston-Cambridge-Newton, MA-NH",250173224002007,U,MA,Middlesex County,"250 MAIN ST UNIT 218,HUDSON,MA,1749","250 Main Street, #218, Hudson, Massachusetts, 01749",42.39279,-71.5613985,100,M,3,,,,,0,15,2,,,,,2012-05,2015,2012,2012,2015,4,,,PAYABYA INC,5
EIN-00-1058976,1058976,P58,P58,HMS-P58-RG,501C3 CHARITY,O,HS,,0,0,WALTHAM,MA,2451,18 BERKLEY ST,14460,"Boston-Cambridge-Newton, MA-NH",250173681011014,U,MA,Middlesex County,"18 BERKLEY ST,WALTHAM,MA,2451","18 Berkley Street, Waltham, Massachusetts, 02451",42.414633,-71.2425825,100,M,3,,,,,0,15,2,,,,,2012-11,2015,2012,2013,2015,3,,,NEWTON FIREFIGHTERS CHILDRENS FUND INC,11
EIN-00-1070499,1070499,N67,N67,HMS-N67-RG,501CX NONPROFIT,O,HS,,0,0,SWAMPSCOTT,MA,1907,9 GALLOUPES POINT RD,14460,"Boston-Cambridge-Newton, MA-NH",250092022006018,U,MA,Essex County,"9 GALLOUPES POINT RD,SWAMPSCOTT,MA,1907","9 Galloupes Point Road, Swampscott, Massachusetts, 01907",42.46398,-70.89732,100,M,7,,,,,0,0,2,,,,,2013-09,2015,2013,2013,2015,3,,,MARBLEHEAD INTERNATIONAL ONE DESIGN FLEET INC,9
EIN-00-1082436,1082436,A50,A50,ART-A50-RG,501C3 CHARITY,O,AR,,0,0,LINCOLN,MA,1773,PO BOX 643,14460,"Boston-Cambridge-Newton, MA-NH",250173603001005,U,MA,Middlesex County,"PO BOX 643,LINCOLN,MA,1773","01773, Lincoln, Massachusetts",42.4464492000001,-71.2974477,98,M,3,,,,,0,15,2,,,,,2014-02,2015,2014,2014,2015,2,,,THE TELEPHONE MUSEUM INC,2
EIN-00-1085119,1085119,U30,U30,PSB-U30-RG,501C3 CHARITY,O,PB,,0,0,CAMBRID,MA,2138,PO BOX 381134,14460,"Boston-Cambridge-Newton, MA-NH",250173536002010,U,MA,Middlesex County,"PO BOX 381134,CAMBRID,MA,2138","02138, Cambridge, Massachusetts",42.3761418,-71.1185260999999,86.57,M,3,,,,,0,15,10,,,,,2014-07,2017,2014,2014,2017,4,,,MOLINA INSTITUTE FOR PHOT,7
EIN-00-1086064,1086064,P20,P20,HMS-P20-RG,501C3 CHARITY,O,HS,,0,0,BRIDGEWATER,MA,2324,1785 SOUTH ST,14460,"Boston-Cambridge-Newton, MA-NH",250235251041017,U,MA,Plymouth County,"1785 SOUTH ST,BRIDGEWATER,MA,2324","1785 South Street, Bridgewater, Massachusetts, 02324",41.944167,-70.982775,100,M,3,,,,,0,15,2,,,,,2014-07,2015,2014,2014,2015,2,,,WICFOL HUMAN SERVICES CORPORATION,7
EIN-00-1093819,1093819,K31,K31,HMS-K31-RG,501C3 CHARITY,O,HS,,0,0,WENDELL,MA,1379,6 CENTER ST,44140,"Springfield, MA",250110404003067,R,MA,Franklin County,"6 CENTER ST,WENDELL,MA,1379","6 Center Street, Wendell, Massachusetts, 01379",42.547626,-72.3963915,100,M,3,,,,,0,15,2,,,,,2013-11,2015,2013,2013,2015,3,,,GOOD NEIGHBORS WENDELL NEW SALEM FOOD PANTRY INC,11
EIN-00-1156158,1156158,W24,W24,PSB-W24-RG,501CX NONPROFIT,O,PB,,0,0,MILL VALLEY,CA,94941,,41860,"San Francisco-Oakland-Berkeley, CA",60411261003009,U,CA,Marin County,"MILL VALLEY,CA,94941","94941, Mill Valley, California",37.8993054000001,-122.5363692,100,M,4,,,,,,0,,,,,,2004-08,2007,2004,2004,2007,4,,,CALIFORNIANS AGAINST HIGHER TAXES,8
EIN-00-1245701,1245701,B84,B84,EDU-B84-RG,501CX NONPROFIT,O,ED,,0,0,ESSEX FALLS,NJ,07021-1403,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130209012005,U,NJ,Essex County,"ESSEX FALLS,NJ,07021-1403","07021-1403, Essex Fells, New Jersey",40.828968,-74.276829,97.52,M,,,,,,,,,,,,,,,,1989,1989,1,,,PRINCETON ALUMNI ASSOCIATION OF ESSEX COUNTY,6
EIN-00-1286859,1286859,E11,E11,HEL-E00-MS,501C3 CHARITY,S,ZA,,0,0,VALLEY,AL,36854,,29300,"LaGrange, GA-AL",10179547003003,U,AL,Chambers County,"VALLEY,AL,36854","36854, Valley, Alabama",32.796209,-85.1837792,100,M,3,,,,,,17,,,,,,2002-06,2006,2002,2003,2006,4,,,LANIER HEALTH SERVICES FOUNDATION,6
EIN-00-1311421,1311421,J40,J40,HMS-J40-RG,501CX NONPROFIT,O,HS,,0,0,ROMOLAND,CA,92585,PO BOX 1291,40140,"Riverside-San Bernardino-Ontario, CA",60650427301043,U,CA,Riverside County,"PO BOX 1291,ROMOLAND,CA,92585","92585, Menifee, California",33.746225,-117.173875,97.9,M,5,,,,,64,0,10,,,,,1940-08,2012,1940,2008,2012,5,,1436 LOCAL,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,8
EIN-00-1326786,1326786,A50,A50,ART-A50-RG,501C3 CHARITY,O,AR,,0,0,GALLATIN,TN,37066,,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",471650207003022,U,TN,Sumner County,"GALLATIN,TN,37066","37066, Gallatin, Tennessee",36.388925,-86.4439649999999,100,M,3,,,,,,15,,,,,,1996-04,2002,1996,2002,2002,1,,,SUMNER COUNTY MUSEUM INC,4
EIN-00-1347537,1347537,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,,,ROXBURY,MA,02119-0006,PO BOX 190340,14460,"Boston-Cambridge-Newton, MA-NH",250250803002002,U,MA,Suffolk County,"PO BOX 190340,ROXBURY,MA,02119-0006","02119-0006, Roxbury, Massachusetts",42.327108,-71.080488,98,M,3,1,0,1,0,0,10,6,1,7000,0,3,2020-07,2024,2020,2022,2024,3,,,RESTORATION OF HOPE CHURCH MINISTRIES,7
EIN-00-1604868,1604868,P60,P60,HMS-P60-RG,501C3 CHARITY,O,HS,,0,0,DES MOINES,IA,50317,4325 E 29TH ST LOT 108,19780,"Des Moines-West Des Moines, IA",191530106012024,U,IA,Polk County,"4325 E 29TH ST LOT 108,DES MOINES,IA,50317","4325 E 29th St, Lot 108, Des Moines, Iowa, 50317",41.638914,-93.5611339867567,100,M,3,,,,,0,15,20,,,,,2004-02,2010,2004,2004,2010,7,,,HANDS OF HELP,2
EIN-00-1615015,1615015,B99,B99,EDU-B99-RG,501C3 CHARITY,O,ED,,0,0,ARLINGTON,MA,2474,,14460,"Boston-Cambridge-Newton, MA-NH",250173563004008,U,MA,Middlesex County,"ARLINGTON,MA,2474","02474, Arlington, Massachusetts",42.4116550000001,-71.1437999999999,100,M,3,,,,,,16,,,,,,2003-05,2005,2003,2003,2005,3,,,IN-DEFENSE INC,5
EIN-00-1628595,1628595,S0241,S0241,PSB-S41-MT,501CX NONPROFIT,O,PB,,0,0,OAK RIDGE,TN,37831,,28940,"Knoxville, TN",470010202022033,U,TN,Anderson County,"OAK RIDGE,TN,37831","37831, Oak Ridge, Tennessee",36.0253050000001,-84.2388,100,M,6,,,,,,0,,,,,,1996-06,2000,1996,1999,2000,2,,,CONTRACTORS TRAFFIC MANAGEMENT ASSOCIATION,6
EIN-00-1631629,1631629,T12,T12,PSB-T00-MM,501C3 CHARITY,S,ZB,,0,0,MARIETTA,GA,30066,1480 BELLS FERRY RD,12060,"Atlanta-Sandy Springs-Alpharetta, GA",130670306032008,U,GA,Cobb County,"1480 BELLS FERRY RD,MARIETTA,GA,30066","1480 Bells Ferry Rd, Marietta, Georgia, 30066",33.9870514770332,-84.5547391155293,100,M,3,,,,,0,17,0,,,,,2008-04,2011,2008,2008,2011,4,,,TOMMY NOBIS CENTER FUND INC,4
EIN-00-1727883,1727883,C41,C41,ENV-C41-RG,501C3 CHARITY,O,EN,,0,0,WORCESTER,MA,1604,89 SHREWSBURY ST STE 300,49340,"Worcester, MA-CT",250277318012013,U,MA,Worcester County,"89 SHREWSBURY ST STE 300,WORCESTER,MA,1604","89 Shrewsbury Street, #300, Worcester, Massachusetts, 01604",42.263289,-71.7900975,100,M,3,,,,,0,21,1,,,,,2007-09,2015,2007,2013,2015,3,,,NEW GARDEN PARK INC,9
EIN-00-1885720,1885720,P20,P20,HMS-P20-RG,501C3 PRIVATE FOUNDATION,O,HS,,0,0,WASHINGTON,DC,20009,,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110010038012001,U,DC,District of Columbia,"WASHINGTON,DC,20009","20009, Washington, District of Columbia",38.9190300000001,-77.03872,100,M,3,,,,,,4,,,,,,1995-08,2006,1995,1999,2006,8,,,THE VINCENT P BELOTSKY JR FOUNDATION,8
EIN-00-1891146,1891146,T20,T20,PSB-T20-RG,501C3 CHARITY,S,ZC,,0,0,CHARLOTTE,NC,28204,,16740,"Charlotte-Concord-Gastonia, NC-SC",371190025002013,U,NC,Mecklenburg County,"CHARLOTTE,NC,28204","28204, Charlotte, North Carolina",35.21725,-80.82544,100,M,3,,,,,,17,,,,,,1996-07,2004,1996,1999,2004,6,,,HAWTHORNE CHARITABLE FUND,7
EIN-00-1923505,1923505,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0,0,WAUWATOSA,WI,53226,,33340,"Milwaukee-Waukesha, WI",550790127001009,U,WI,Milwaukee County,"WAUWATOSA,WI,53226","53226, Honey Creek Parkway, Wauwatosa, Wisconsin",43.0323938329665,-88.017131502849,100,T,3,,,,,,15,,,,,,1999-03,1999,1999,1999,1999,1,,,CHRISTOS FAMILY MINISTRIES INC,3
EIN-00-2001262,2001262,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,BATH,ME,04530-2597,,38860,"Portland-South Portland, ME",230239705004034,U,ME,Sagadahoc County,"BATH,ME,04530-2597","04530-2597, Bath, Maine",43.911846,-69.8140395,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,BATH AREA UNITED FUND INC,6
EIN-00-2001413,2001413,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,ATLANTA,GA,30329-4020,,12060,"Atlanta-Sandy Springs-Alpharetta, GA",130890224041016,U,GA,DeKalb County,"ATLANTA,GA,30329-4020","30329-4020, Atlanta, Georgia",33.800724,-84.329028,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,RUSSELL CHARITABLE TRUST,6
EIN-00-2002301,2002301,B70,B70,EDU-B70-RG,501CX NONPROFIT,O,ED,,0,0,CENTER HARBOR,NH,03226-0000,,29060,"Laconia, NH",330019651001013,R,NH,Belknap County,"CENTER HARBOR,NH,03226-0000","03226, Center Harbor, New Hampshire",43.6969983000001,-71.5098257,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JAMES E NICHOLS MEMORIAL LIBRARY ASSOCIATION,6
EIN-00-2003282,2003282,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,CONCORD,NH,03301-0000,,18180,"Concord, NH",330130323002000,U,NH,Merrimack County,"CONCORD,NH,03301-0000","03301, Concord, New Hampshire",43.20554,-71.541615,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,TRUST U/W ELVA S SMITH CONCORD NATIONAL BANK TRUSTEE,6
EIN-00-2004534,2004534,B40,B99,EDU-B99-RG,501CX NONPROFIT,O,ED,,0,0,BRATTLEBORO,VT,05301-3137,,,,500259685004019,U,VT,Windham County,"BRATTLEBORO,VT,05301-3137","05301, Brattleboro, Vermont",42.8505210000001,-72.5634646999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CORPORATION OF MARK HOPKINS COLLEGE FOR INDEPENDENT STUDY,6
EIN-00-2005893,2005893,E20,E20,HOS-E20-RG,501CX NONPROFIT,O,HE,,0,0,BOSTON,MA,02120-3296,,14460,"Boston-Cambridge-Newton, MA-NH",250250812002004,U,MA,Suffolk County,"BOSTON,MA,02120-3296","02120, Boston, Massachusetts",42.3248585639009,-71.099029637704,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NEW ENGLAND BAPTIST HOSPITAL,6
EIN-00-2006066,2006066,P20,P20,HMS-P20-RG,501CX NONPROFIT,O,HS,,0,0,NEWBURYPORT,MA,01950-2603,,14460,"Boston-Cambridge-Newton, MA-NH",250092683001023,U,MA,Essex County,"NEWBURYPORT,MA,01950-2603","01950-2603, Newburyport, Massachusetts",42.809346,-70.8727995,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,COMMUNITY WELFARE SERVICE OF NEWBURYPORT INC,6
EIN-00-2006171,2006171,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0,0,W BROOKFIELD,MA,01585-0953,,49340,"Worcester, MA-CT",250277241002003,R,MA,Worcester County,"W BROOKFIELD,MA,01585-0953","01585-0953, West Brookfield, Massachusetts",42.235614,-72.159318,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CHILD EVANGELISM FELLOWSHIP INC-MASSACHUSETTS,6
