EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITDUE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH
EIN-00-0000000,,,,,,0|0,,,,,,,,,,,,,,,,,,1996,",,",,0,0,,0,U
EIN-00-2110571,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.5130015|39.100977,3005,390610265003005,Block 3005,U,16885,U,S,0,0,39,61,26500,39061026500,Census Tract 265,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45202-2803","45202-2803, Cincinnati, Ohio",-84.5130015,39.100977,PostalExt,100,M
EIN-00-2110573,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.5114895|39.101661,3035,390610007003035,Block 3035,U,16885,U,S,0,4,39,61,700,39061000700,Census Tract 7,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45202-3115","45202-3115, Cincinnati, Ohio",-84.5114895,39.101661,PostalExt,100,M
EIN-00-2110616,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.43768|39.1382850000001,2007,390610050002007,Block 2007,U,16885,U,S,10,9,39,61,5000,39061005000,Census Tract 50,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45208-0000","45208, Cincinnati, Ohio",-84.43768,39.1382850000001,Postal,100,M
EIN-00-2110676,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.564999|39.397239,2049,390170146002049,Block 2049,U,16885,U,S,4,9,39,17,14600,39017014600,Census Tract 146,OH,Butler County,Ohio,1989,"HAMILTON,OH,45011-2901","45011-2901, Hamilton, Ohio",-84.564999,39.397239,PostalExt,100,M
EIN-00-2110764,198,18140,"Columbus, OH","Columbus, OH Metro Area",M1,-82.997748|39.962628,4087,390490030004087,Block 4087,U,19234,U,S,0,0,39,49,3000,39049003000,Census Tract 30,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43215-3607","43215-3607, Columbus, Ohio",-82.997748,39.962628,PostalExt,100,M
EIN-00-2110807,212,19430,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-83.9291985|39.684411,5011,390572406005011,Block 5011,U,97470,U,S,12,10,39,57,240600,39057240600,Census Tract 2406,OH,Greene County,Ohio,1989,"XENIA,OH,45385-3501","45385-3501, Xenia, Ohio",-83.9291985,39.684411,PostalExt,100,M
EIN-00-2110936,212,19430,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-84.1897099999999|39.7570000000001,2055,391130015012055,Block 2055,U,22528,U,S,0,0,39,113,1501,39113001501,Census Tract 15.01,OH,Montgomery County,Ohio,1989,"DAYTON,OH,45402-0000","45402, Dayton, Ohio",-84.1897099999999,39.7570000000001,Postal,100,M
EIN-00-2110990,198,32020,"Marion, OH","Marion, OH Micro Area",M2,-83.126065|40.5873839000001,2010,391010001002010,Block 2010,U,54658,U,S,1,5,39,101,100,39101000100,Census Tract 1,OH,Marion County,Ohio,1989,"MARION,OH,43302-0437","43302, Marion, Ohio",-83.126065,40.5873839000001,Postal,100,M
EIN-00-2111072,288,26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,-95.369775|29.7524550000001,1053,482011000011053,Block 1053,U,40429,U,S,5,16,48,201,100001,48201100001,Census Tract 1000.01,TX,Harris County,Texas,1989,"HOUSTON,TX,77002-0000","77002, Houston, Texas",-95.369775,29.7524550000001,Postal,100,M
EIN-00-2111089,198,18140,"Columbus, OH","Columbus, OH Metro Area",M1,-83.0246108|39.9683267,5018,390490085005018,Block 5018,U,19234,U,S,0,0,39,49,8500,39049008500,Census Tract 85,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43216-0000","43216, Columbus, Ohio",-83.0246108,39.9683267,Postal,100,M
EIN-00-2111121,212,19430,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-84.22576|39.7375500000001,2002,391130041002002,Block 2002,U,22528,U,S,24,78,39,113,4100,39113004100,Census Tract 41,OH,Montgomery County,Ohio,1989,"DAYTON,OH,45408-1201","45408, Dayton, Ohio",-84.22576,39.7375500000001,Postal,100,M
EIN-00-2111135,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.3951752|39.51897,2002,390170144002002,Block 2002,U,56926,U,S,51,106,39,17,14400,39017014400,Census Tract 144,OH,Butler County,Ohio,1989,"MIDDLETOWN,OH,45042-0000","45042, Middletown, Ohio",-84.3951752,39.51897,Postal,100,M
EIN-00-2111247,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.513231|39.10194,3038,390610007003038,Block 3038,U,16885,U,S,0,0,39,61,700,39061000700,Census Tract 7,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45201-1118","45201-1118, Cincinnati, Ohio",-84.513231,39.10194,PostalExt,100,M
EIN-00-2111294,198,18140,"Columbus, OH","Columbus, OH Metro Area",M1,-82.958542|40.0901220000001,2006,390490069452006,Block 2006,U,19234,U,S,425,869,39,49,6945,39049006945,Census Tract 69.45,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43229-0000","43229, Columbus, Ohio",-82.958542,40.0901220000001,Postal,100,M
EIN-00-2111360,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.2059649999999|39.4342750000001,4013,391650315004013,Block 4013,U,16885,U,S,18,39,39,165,31500,39165031500,Census Tract 315,OH,Warren County,Ohio,1989,"LEBANON,OH,45036-0000","45036, Lebanon, Ohio",-84.2059649999999,39.4342750000001,Postal,100,M
EIN-00-2111363,430,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,-80.18083|40.53871,3006,420034455003006,Block 3006,U,69697,U,S,1,2,42,3,445500,42003445500,Census Tract 4455,PA,Allegheny County,Pennsylvania,1989,"SEWICKLEY,PA,15143-9800","15143, Sewickley, Pennsylvania",-80.18083,40.53871,Postal,100,M
EIN-00-2111679,425,31930,"Marietta, OH","Marietta, OH Micro Area",M2,-81.449172|39.423429,2012,391670209002012,Block 2012,U,54486,U,S,187,492,39,167,20900,39167020900,Census Tract 209,OH,Washington County,Ohio,1989,"MARIETTA,OH,45750-0666","45750-0666, Marietta, Ohio",-81.449172,39.423429,PostalExt,100,M
EIN-00-2111726,198,49780,"Zanesville, OH","Zanesville, OH Micro Area",M2,-82.0111185|39.979287,1003,391199116021003,Block 1003,U,98074,U,S,109,121,39,119,911602,39119911602,Census Tract 9116.02,OH,Muskingum County,Ohio,1989,"ZANESVILLE,OH,43701-1533","43701-1533, Zanesville, Ohio",-82.0111185,39.979287,PostalExt,100,M
EIN-00-2112654,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.4736149549541|41.5825152958166,4005,390852010004005,Block 4005,U,17668,U,S,59,131,39,85,201000,39085201000,Census Tract 2010,OH,Lake County,Ohio,1989,"WILLOUGHBY HILLS,OH,44092-0000","44092, Willoughby Hills, Ohio",-81.4736149549541,41.5825152958166,PostalLoc,100,M
EIN-00-2113175,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.2430405|41.726709,1011,390852045001011,Block 1011,U,17668,U,S,0,0,39,85,204500,39085204500,Census Tract 2045,OH,Lake County,Ohio,1989,"PAINESVILLE,OH,44077-3995","44077-3995, Painesville, Ohio",-81.2430405,41.726709,PostalExt,100,M
EIN-00-2113967,198,13340,"Bellefontaine, OH","Bellefontaine, OH Micro Area",M2,-83.7573199999999|40.253835,3025,390910048003025,Block 3025,R,,,S,11,19,39,91,4800,39091004800,Census Tract 48,OH,Logan County,Ohio,1989,"WEST LIBERTY,OH,43357-0000","43357, West Liberty, Ohio",-83.7573199999999,40.253835,Postal,100,M
EIN-00-2115682,566,49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area",M1,-80.6911439662889|40.9021760920702,2061,390998135022061,Block 2061,U,19072,U,S,114,194,39,99,813502,39099813502,Census Tract 8135.02,OH,Mahoning County,Ohio,1989,"COLUMBIAOH,44408-9301","44408, Columbiana, Ohio",-80.6911439662889,40.9021760920702,PostalLoc,95.77,M
EIN-00-2116089,534,45780,"Toledo, OH","Toledo, OH Metro Area",M1,-83.5732485|41.685183,2002,390950006022002,Block 2002,U,87868,U,S,0,0,39,95,602,39095000602,Census Tract 6.02,OH,Lucas County,Ohio,1989,"TOLEDO,OH,43612-1003","43612-1003, Toledo, Ohio",-83.5732485,41.685183,PostalExt,100,M
EIN-00-2117117,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.674379|41.501691,2004,390351077012004,Block 2004,U,17668,U,S,0,0,39,35,107701,39035107701,Census Tract 1077.01,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44115-2405","44115-2405, Cleveland, Ohio",-81.674379,41.501691,PostalExt,100,M
EIN-00-2117265,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.67517|41.491795,1002,390359801001002,Block 1002,U,17668,U,S,0,0,39,35,980100,39035980100,Census Tract 9801,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44101-0000","44101, Cleveland, Ohio",-81.67517,41.491795,Postal,100,M
EIN-00-2117561,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.69075|41.504733,2005,390351071012005,Block 2005,U,17668,U,S,0,0,39,35,107101,39035107101,Census Tract 1071.01,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44193-0001","44193-0001, Cleveland, Ohio",-81.69075,41.504733,PostalExt,100,M
EIN-00-2117594,534,22300,"Findlay, OH","Findlay, OH Micro Area",M2,-83.65288|41.0357050000001,3018,390630009023018,Block 3018,U,29737,U,S,10,24,39,63,902,39063000902,Census Tract 9.02,OH,Hancock County,Ohio,1989,"FINDLAY,OH,45840-0000","45840, Findlay, Ohio",-83.65288,41.0357050000001,Postal,100,M
EIN-00-2117793,184,11780,"Ashtabula, OH","Ashtabula, OH Micro Area",M2,-80.782902|41.863734,1028,390070007041028,Block 1028,U,3466,U,S,0,0,39,7,704,39007000704,Census Tract 7.04,OH,Ashtabula County,Ohio,1989,"ASHTABULA,OH,44004-6928","44004-6928, Ashtabula, Ohio",-80.782902,41.863734,PostalExt,100,M
EIN-00-2117799,534,45780,"Toledo, OH","Toledo, OH Metro Area",M1,-83.53626|41.6538100000001,1036,390950028001036,Block 1036,U,87868,U,S,0,0,39,95,2800,39095002800,Census Tract 28,OH,Lucas County,Ohio,1989,"TOLEDO,OH,43603-9999","43603, Toledo, Ohio",-83.53626,41.6538100000001,Postal,100,M
EIN-00-2117802,370,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.0774|26.4615700000001,1003,120990068021003,Block 1003,U,56602,U,S,11,30,12,99,6802,12099006802,Census Tract 68.02,FL,Palm Beach County,Florida,1989,"DELRAY BEACH,FL,33444-7052","33444, Delray Beach, Florida",-80.0774,26.4615700000001,Postal,100,M
EIN-00-2117934,233,24060,"Glenwood Springs, CO","Glenwood Springs, CO Micro Area",M2,-106.815845|39.1895400000001,2037,80970004042037,Block 2037,U,3520,U,S,13,20,8,97,404,8097000404,Census Tract 4.04,CO,Pitkin County,Colorado,1989,"ASPEN,CO,81611-0000","81611, Aspen, Colorado",-106.815845,39.1895400000001,Postal,100,M
EIN-00-2118160,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.71056|41.4832900000001,3013,390351036023013,Block 3013,U,17668,U,S,0,0,39,35,103602,39035103602,Census Tract 1036.02,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44113-0000","44113, Cleveland, Ohio",-81.71056,41.4832900000001,Postal,100,M
EIN-00-2118701,400,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,-86.528346934243|36.344461784667,2007,471650212032007,Block 2007,U,61273,U,S,2,23,47,165,21203,47165021203,Census Tract 212.03,TN,Sumner County,Tennessee,2010,"2054 NASHVILLE PIKE,GALLATIN,TN,37066","2054 Nashville Pike, Gallatin, Tennessee, 37066",-86.528346934243,36.344461784667,PointAddress,100,M
EIN-00-2118994,534,45660,"Tiffin, OH","Tiffin, OH Micro Area",M2,-82.8826|41.0635100000001,1017,391479638001017,Block 1017,R,,,S,14,36,39,147,963800,39147963800,Census Tract 9638,OH,Seneca County,Ohio,1989,"ATTICA,OH,44807-9801","44807, Attica, Ohio",-82.8826,41.0635100000001,Postal,100,M
EIN-00-2119011,184,15940,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area",M1,-81.374679|40.797954,2050,391517001002050,Block 2050,U,13375,U,S,0,0,39,151,700100,39151700100,Census Tract 7001,OH,Stark County,Ohio,1989,"CANTON,OH,44702-1403","44702-1403, Canton, Ohio",-81.374679,40.797954,PostalExt,100,M
EIN-00-2119096,338,30620,"Lima, OH","Lima, OH Metro Area",M1,-84.1086|40.7413500000001,2040,390030141002040,Block 2040,U,49852,U,S,0,0,39,3,14100,39003014100,Census Tract 141,OH,Allen County,Ohio,1989,"LIMA,OH,45802-0000","45802, Lima, Ohio",-84.1086,40.7413500000001,Postal,100,M
EIN-00-2119279,338,30620,"Lima, OH","Lima, OH Metro Area",M1,-84.1086|40.7413500000001,2040,390030141002040,Block 2040,U,49852,U,S,0,0,39,3,14100,39003014100,Census Tract 141,OH,Allen County,Ohio,1989,"LIMA,OH,45802-0000","45802, Lima, Ohio",-84.1086,40.7413500000001,Postal,100,M
EIN-00-2120661,350,31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",M1,-86.1000660505392|38.5931244086422,1036,181759674001036,Block 1036,U,78121,U,S,0,0,18,175,967400,18175967400,Census Tract 9674,IN,Washington County,Indiana,2015,"197 W HUGHES VETERANS DR,SALEM,IN,47167","197 Hughes-Veteran Dr, Salem, Indiana, 47167",-86.1000660505392,38.5931244086422,StreetAddress,98.87,T
EIN-00-2120849,515,38500,"Plymouth, IN","Plymouth, IN Micro Area",M2,-86.4442349999999|41.3606750000001,1080,180990203011080,Block 1080,R,,,S,16,41,18,99,20301,18099020301,Census Tract 203.01,IN,Marshall County,Indiana,2024,"LOCAL,DONALDSON,IN,46513-0000","46513, Donaldson, Indiana",-86.4442349999999,41.3606750000001,Postal,92,M
EIN-00-2120913,294,34620,"Muncie, IN","Muncie, IN Metro Area",M1,-85.380111|40.190859,3047,180350028003047,Block 3047,U,60625,U,S,7,21,18,35,2800,18035002800,Census Tract 28,IN,Delaware County,Indiana,1989,"MUNCIE,IN,47305-2613","47305-2613, Muncie, Indiana",-85.380111,40.190859,PostalExt,100,M
EIN-00-2121535,458,39980,"Richmond, IN","Richmond, IN Micro Area",M2,-84.8904035|39.8281148,2026,181770002002026,Block 2026,U,74638,U,S,6,9,18,177,200,18177000200,Census Tract 2,IN,Wayne County,Indiana,1989,"RICHMOND,IN,47374-0000","47374, Richmond, Indiana",-84.8904035,39.8281148,Postal,100,M
EIN-00-2121624,515,43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.260851|41.676219,1000,181410020001000,Block 1000,U,83116,U,S,30,39,18,141,2000,18141002000,Census Tract 20,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-1441","46601-1441, South Bend, Indiana",-86.260851,41.676219,PostalExt,100,M
EIN-00-2123815,,,,,,-86.7443085|37.910511,1069,181239526001069,Block 1069,U,86950,U,S,0,0,18,123,952600,18123952600,Census Tract 9526,IN,Perry County,Indiana,1989,"CANNELTON,IN,47520-1504","47520-1504, Cannelton, Indiana",-86.7443085,37.910511,PostalExt,100,M
EIN-00-2124016,,31980,"Marion, IN","Marion, IN Micro Area",M2,-85.6586385|40.5792,2024,180530101002024,Block 2024,U,54577,U,S,0,0,18,53,10100,18053010100,Census Tract 101,IN,Grant County,Indiana,1989,"MARION,IN,46952-0597","46952-0597, Marion, Indiana",-85.6586385,40.5792,PostalExt,100,M
EIN-00-2124543,294,34620,"Muncie, IN","Muncie, IN Metro Area",M1,-85.3873515|40.191147,1043,180350028001043,Block 1043,U,60625,U,S,18,31,18,35,2800,18035002800,Census Tract 28,IN,Delaware County,Indiana,1989,"MUNCIE,IN,47305-2818","47305-2818, Muncie, Indiana",-85.3873515,40.191147,PostalExt,100,M
EIN-00-2124565,258,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.138641|41.079366,2006,180030013002006,Block 2006,U,31087,U,S,5,8,18,3,1300,18003001300,Census Tract 13,IN,Allen County,Indiana,1989,"FT WAYNE,IN,46802-2405","46802-2405, Fort Wayne, Indiana",-85.138641,41.079366,PostalExt,100,M
EIN-00-2124573,,45460,"Terre Haute, IN","Terre Haute, IN Metro Area",M1,-87.41301|39.4665000000001,1040,181670111021040,Block 1040,U,87139,U,S,0,0,18,167,11102,18167011102,Census Tract 111.02,IN,Vigo County,Indiana,1989,"TERRE HAUTE,IN,47808-0000","47808, Terre Haute, Indiana",-87.41301,39.4665000000001,Postal,100,M
EIN-00-2124575,,45460,"Terre Haute, IN","Terre Haute, IN Metro Area",M1,-87.41301|39.4665000000001,1040,181670111021040,Block 1040,U,87139,U,S,0,0,18,167,11102,18167011102,Census Tract 111.02,IN,Vigo County,Indiana,1989,"TERRE HAUTE,IN,47808-0000","47808, Terre Haute, Indiana",-87.41301,39.4665000000001,Postal,100,M
EIN-00-2124590,458,39980,"Richmond, IN","Richmond, IN Micro Area",M2,-84.8904035|39.8281148,2026,181770002002026,Block 2026,U,74638,U,S,6,9,18,177,200,18177000200,Census Tract 2,IN,Wayne County,Indiana,1989,"RICHMOND,IN,47374-0000","47374, Richmond, Indiana",-84.8904035,39.8281148,Postal,100,M
EIN-00-2124597,515,43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.255745|41.67501,1037,181410017001037,Block 1037,U,83116,U,S,17,22,18,141,1700,18141001700,Census Tract 17,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-0000","46601, South Bend, Indiana",-86.255745,41.67501,Postal,100,M
EIN-00-2124640,,21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030,181630018001030,Block 1030,U,28333,U,S,0,0,18,163,1800,18163001800,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47701-0000","47701, Evansville, Indiana",-87.5674205,37.9746561000001,Postal,100,M
EIN-00-2124641,,21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030,181630018001030,Block 1030,U,28333,U,S,0,0,18,163,1800,18163001800,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47702-0000","47702, Evansville, Indiana",-87.5674205,37.9746561000001,Postal,100,M
EIN-00-2124644,,21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030,181630018001030,Block 1030,U,28333,U,S,0,0,18,163,1800,18163001800,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47701-0000","47701, Evansville, Indiana",-87.5674205,37.9746561000001,Postal,100,M
EIN-00-2124660,,,,,,-84.8116699999999|40.2021050000001,2026,181359516002026,Block 2026,U,89515,U,S,32,34,18,135,951600,18135951600,Census Tract 9516,IN,Randolph County,Indiana,1989,"UNION CITY,IN,47390-1399","47390, Union City, Indiana",-84.8116699999999,40.2021050000001,Postal,100,M
EIN-00-2124668,515,21140,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area",M1,-85.827515|41.5755446000001,1049,180390001001049,Block 1049,U,26794,U,S,17,38,18,39,400,18039000400,Census Tract 4,IN,Elkhart County,Indiana,1989,"GOSHEN,IN,46526-0027","46526, Goshen, Indiana",-85.827515,41.5755446000001,Postal,100,M
EIN-00-2124682,515,47700,"Warsaw, IN","Warsaw, IN Micro Area",M2,-85.8579599999999|41.2377950000001,2036,180859619002036,Block 2036,U,91999,U,S,9,19,18,85,961900,18085961900,Census Tract 9619,IN,Kosciusko County,Indiana,1989,"WARSAW,IN,46580-0000","46580, Warsaw, Indiana",-85.8579599999999,41.2377950000001,Postal,100,M
EIN-00-2124723,258,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.1399415|41.079321,1016,180030012001016,Block 1016,U,31087,U,S,0,0,18,3,1200,18003001200,Census Tract 12,IN,Allen County,Indiana,1989,"FORT WAYNE,IN,46802-2311","46802-2311, Fort Wayne, Indiana",-85.1399415,41.079321,PostalExt,100,M
EIN-00-2124729,258,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.1399415|41.079321,1016,180030012001016,Block 1016,U,31087,U,S,0,0,18,3,1200,18003001200,Census Tract 12,IN,Allen County,Indiana,1989,"FT WAYNE,IN,46802-2311","46802-2311, Fort Wayne, Indiana",-85.1399415,41.079321,PostalExt,100,M
EIN-00-2124765,370,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.0774|26.4615700000001,1003,120990068021003,Block 1003,U,56602,U,S,11,30,12,99,6802,12099006802,Census Tract 68.02,FL,Palm Beach County,Florida,1989,"DELRAY BEACH,FL,33444-0000","33444, Delray Beach, Florida",-80.0774,26.4615700000001,Postal,100,M
EIN-00-2124783,,21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030,181630018001030,Block 1030,U,28333,U,S,0,0,18,163,1800,18163001800,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47704-0000","47704, Evansville, Indiana",-87.5674205,37.9746561000001,Postal,100,M
EIN-00-2124785,294,35220,"New Castle, IN","New Castle, IN Micro Area",M2,-85.369572|39.93129,2014,180659760002014,Block 2014,U,62137,U,S,1,4,18,65,976000,18065976000,Census Tract 9760,IN,Henry County,Indiana,1989,"NEW CASTLE,IN,47362-4203","47362-4203, New Castle, Indiana",-85.369572,39.93129,PostalExt,100,M
EIN-00-2124948,515,43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.252058|41.67567,1026,181410017001026,Block 1026,U,83116,U,S,0,0,18,141,1700,18141001700,Census Tract 17,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-1804","46601-1804, South Bend, Indiana",-86.252058,41.67567,PostalExt,100,M
EIN-00-2125173,258,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-84.856599|41.125068,4032,180030109004032,Block 4032,R,,,S,3,7,18,3,10900,18003010900,Census Tract 109,IN,Allen County,Indiana,1989,"WOODBURN,IN,46797-9999","46797-9999, Woodburn, Indiana",-84.856599,41.125068,PostalExt,100,M
EIN-00-2125225,258,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.138641|41.079366,2006,180030013002006,Block 2006,U,31087,U,S,5,8,18,3,1300,18003001300,Census Tract 13,IN,Allen County,Indiana,1989,"FT WAYNE,IN,46802-2405","46802-2405, Fort Wayne, Indiana",-85.138641,41.079366,PostalExt,100,M
EIN-00-2125277,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.50589|41.68102,3019,180890201003019,Block 3019,U,16264,U,S,15,33,18,89,20100,18089020100,Census Tract 201,IN,Lake County,Indiana,2000,"WHITING,IN,46394","46394, Whiting, Indiana",-87.50589,41.68102,Postal,100,M
EIN-00-2125414,,21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030,181630018001030,Block 1030,U,28333,U,S,0,0,18,163,1800,18163001800,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47701-0000","47701, Evansville, Indiana",-87.5674205,37.9746561000001,Postal,100,M
EIN-00-2125489,515,43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.2520985|41.677551,1022,181410017001022,Block 1022,U,83116,U,S,0,0,18,141,1700,18141001700,Census Tract 17,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-1608","46601-1608, South Bend, Indiana",-86.2520985,41.677551,PostalExt,100,M
